1844.61,1845.95,Buffy,My friends are...
1845.95,1846.97,Dracula,They're here.
1847.61,1849.84,Dracula,They will not find us.
1849.93,1852.13,Dracula,We are alone.
1855.53,1857.73,Dracula,Always alone.
1860.33,1863.41,Dracula,There is so much I have to teach you.
1863.49,1866.49,Dracula,Your history. Your power.
1866.77,1868.97,Dracula,What your body is capable of.
1870.21,1872.2,Buffy,I don't need to know.
1872.2,1873.33,Dracula,You long to.
1874.93,1878.61,Dracula,And you will have eternity
1874.93,1878.61,Dracula,to discover yourself.
1880.61,1885.21,Dracula,"But first, a little taste."
1886.73,1888.93,Buffy,I won't let you.
1889.73,1892.41,Dracula,I didn't mean for me.
1906.13,1908.6,Xander,Nobody harms my master.
1908.69,1909.68,Riley,Your master?
1909.68,1912.48,Xander,You want him? You come through me.
